feature_name,canonical_column_name,legacy_aliases,registry_record_type,replacement_feature_name,feature_granularity,page_aggregation_rule,feature_layer,feature_group,primitive_or_composite,definition,formula,source_provenance,required_input,transformation,language_dependency,extraction_requirement,missing_value_meaning,topic_specificity,generalizability,leakage_status,expected_confounders,measurement_risks,recommended_model_role,feature_status,current_implementation_status,taxonomy_or_rule_version,qa_status,approved_for_model_v1,minimum_qa_gate,model_entry_blocker,validation_requirement,notes,registry_version
has_any_table_with_specifications,has_any_table_with_specifications,,canonical,,page_level,deterministic page aggregate from table_has_specifications,core_general,table_page_aggregate,derived_primitive,Page has at least one measured specification table.,1[max(table_has_specifications) = 1]; 0 only when measured and absent; otherwise NA,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
has_any_table_with_textual_facts,has_any_table_with_textual_facts,,canonical,,page_level,deterministic page aggregate from table_has_textual_facts,core_general,table_page_aggregate,derived_primitive,Page has at least one measured table with textual facts.,1[max(table_has_textual_facts) = 1]; 0 only when measured and absent; otherwise NA,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
has_any_transactional_or_form_table,has_any_transactional_or_form_table,,canonical,,page_level,deterministic page aggregate from table_has_transactional_structure,core_general,table_page_aggregate,derived_primitive,Page has at least one transactional/form table.,1[max(table_has_transactional_structure) = 1]; 0 only when measured and absent; otherwise NA,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
has_multiple_table_types,has_multiple_table_types,,canonical,,page_level,1[distinct_table_type_count >= 2],core_general,table_page_aggregate,derived_primitive,Page has at least two distinct non-unknown table types.,1[distinct_table_type_count >= 2],table_level_extraction,preserved HTML/Markdown table evidence,nullable_binary,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_or_sensitivity,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Pass table-type agreement and aggregation gates.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
has_multiple_tables,has_multiple_tables,,canonical,,page_level,1[total_detected_table_count >= 2],core_general,table_page_aggregate,derived_primitive,Page has at least two deduplicated detected tables.,1[total_detected_table_count >= 2],table_level_extraction,preserved HTML/Markdown table evidence,nullable_binary,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_or_sensitivity,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Pass responsive-duplicate and nested-table gates.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
layout_or_navigation_table_count,layout_or_navigation_table_count,,canonical,,page_level,deterministic page aggregate from table_has_layout_or_navigation_structure,core_general,table_page_aggregate,derived_primitive,Count of layout/navigation tables.,count measured tables where table_has_layout_or_navigation_structure = 1,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
measurement_table_count,measurement_table_count,,canonical,,page_level,deterministic page aggregate from table_has_measurements,core_general,table_page_aggregate,derived_primitive,Count of measured tables with general measurements.,count measured tables where table_has_measurements = 1,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
numeric_fact_table_count,numeric_fact_table_count,,canonical,,page_level,deterministic page aggregate from table_has_numeric_facts,core_general,table_page_aggregate,derived_primitive,Count of measured tables with numeric facts.,count measured tables where table_has_numeric_facts = 1,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
schedule_or_timeline_table_count,schedule_or_timeline_table_count,,canonical,,page_level,deterministic page aggregate from table_has_schedule_or_timeline,core_general,table_page_aggregate,derived_primitive,Count of schedule/timeline tables.,count measured tables where table_has_schedule_or_timeline = 1,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
specification_table_count,specification_table_count,,canonical,,page_level,deterministic page aggregate from table_has_specifications,core_general,table_page_aggregate,derived_primitive,Count of measured tables with specifications.,count measured tables where table_has_specifications = 1,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
textual_fact_table_count,textual_fact_table_count,,canonical,,page_level,deterministic page aggregate from table_has_textual_facts,core_general,table_page_aggregate,derived_primitive,Count of measured tables with textual facts.,count measured tables where table_has_textual_facts = 1,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
transactional_or_form_table_count,transactional_or_form_table_count,,canonical,,page_level,deterministic page aggregate from table_has_transactional_structure,core_general,table_page_aggregate,derived_primitive,Count of transactional/form tables.,count measured tables where table_has_transactional_structure = 1,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
unknown_or_other_table_count,unknown_or_other_table_count,,canonical,,page_level,count(table_type_primary == unknown_or_other),core_general,table_page_aggregate,derived_primitive,Page count of unknown_or_other tables.,count(table_type_primary == unknown_or_other),table_level_extraction,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_or_feature_group,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Pass type-classification and multi-table aggregation QA.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
has_any_verified_table,has_any_verified_table,has_table,deprecated_alias,has_verified_html_table,registry_metadata,not_applicable,core_general,table_page_aggregate,derived_primitive,"Page has at least one HTML-verified table, including layout tables.",1[html_table_count > 0]; 0 only if HTML verified absent; otherwise NA,html_dom,preserved HTML/Markdown table evidence,nullable_binary,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",deprecated_alias,diagnostic_only,legacy_implemented,core_general_table_taxonomy_v1,not_started,false,not_applicable,deprecated alias; use has_verified_html_table,Pass HTML detection and absent-versus-unmeasured gates.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
data_table_count,data_table_count,,canonical,,page_level,count(table_type_primary != layout_or_navigation and verification measured),core_general,table_structure,primitive,Count of tables not classified as layout/navigation.,count(table_type_primary != layout_or_navigation and verification measured),table_level_extraction,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Pass layout-versus-data precision gate.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
html_table_count,html_table_count,,canonical,,page_level,count(verified deduplicated HTML table nodes); NA when HTML unmeasured,core_general,table_structure,primitive,Count of HTML-verified table nodes before semantic layout/data classification.,count(verified deduplicated HTML table nodes); NA when HTML unmeasured,html_dom,preserved HTML DOM,nullable_count,low,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,implemented_partial,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Validate responsive duplicate and nested-table handling.,Raw count is not approved as a headline feature.,core_general_table_registry_schema_v2
inferred_table_count,inferred_table_count,,canonical,,page_level,count(valid inferred text-table blocks),core_general,table_structure,primitive,Count of table-like blocks inferred from flattened text.,count(valid inferred text-table blocks),flattened_text,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Validate precision and avoid treating inferred counts as HTML counts.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
layout_table_count,layout_table_count,,canonical,,page_level,count(table_type_primary == layout_or_navigation),core_general,table_structure,primitive,Count of layout or navigation tables.,count(table_type_primary == layout_or_navigation),table_level_extraction,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Validate legacy layout and navigation pages.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
markdown_table_count,markdown_table_count,,canonical,,page_level,count(valid Markdown table blocks),core_general,table_structure,primitive,Count of valid Markdown tables.,count(valid Markdown table blocks),scraped_markdown,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Compare with HTML tables where both representations exist.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
table_caption_count,table_caption_count,,canonical,,page_level,count(tables with caption/ARIA-labelled description),core_general,table_structure,primitive,Count of tables with visible captions or equivalent labels.,count(tables with caption/ARIA-labelled description),table_level_extraction,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Validate visible caption and ARIA label handling.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
table_cell_count_per_table,table_cell_count_per_table,,canonical,,table_level,sum to table_cell_count_total; retain distribution diagnostics,core_general,table_structure,primitive,Logical cells in one measured table.,count logical cells after span handling,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
table_cell_count_total,table_cell_count_total,,canonical,,page_level,sum(logical cells after span handling),core_general,table_structure,primitive,Total logical cells across deduplicated detected tables.,sum(logical cells after span handling),table_level_extraction,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Validate rowspan/colspan expansion without double counting.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
table_column_count_max,table_column_count_max,table_column_count,canonical,,page_level,max(columns after colspan expansion),core_general,table_structure,primitive,Maximum columns across deduplicated detected tables.,max(columns after colspan expansion),table_level_extraction,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Validate colspan and responsive/mobile table variants.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
table_column_count_per_table,table_column_count_per_table,,canonical,,table_level,max to table_column_count_max; retain distribution diagnostics,core_general,table_structure,primitive,Maximum logical columns in one measured table.,count logical columns after colspan handling,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
table_nested_count,table_nested_count,,canonical,,page_level,count(table nodes with table ancestor),core_general,table_structure,primitive,Count of tables nested within another table.,count(table nodes with table ancestor),table_level_extraction,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Ensure nested tables do not inflate parent row/cell counts.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
table_row_count_per_table,table_row_count_per_table,,canonical,,table_level,sum to table_row_count_total; retain max and distribution diagnostics,core_general,table_structure,primitive,Logical rows in one measured table.,count logical rows after rowspan handling,provenance_aware_table_extraction,measured table-level records,nullable_binary_or_count,medium,table extractor with verified measured/unmeasured state,NA means extraction evidence was unavailable; zero requires measured absence.,general,high,safe_pre_outcome,domain; template; page function; publisher type; extraction quality,"Responsive duplication, nested tables, spans, rendering, and missing extraction evidence.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,extraction and aggregation QA not yet passed,"Validate extraction, aggregation, support, missingness, and redundancy before model entry.",Observed structure among surfaced sources; not a causal table effect.,core_general_table_registry_schema_v2
table_row_count_total,table_row_count_total,table_row_count,canonical,,page_level,sum(rows after rowspan expansion and duplicate removal),core_general,table_structure,primitive,Total rows across deduplicated detected tables.,sum(rows after rowspan expansion and duplicate removal),table_level_extraction,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,"Validate rowspan, nested-table and responsive-duplicate handling.",Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
table_with_header_count,table_with_header_count,,canonical,,page_level,count(tables with TH or validated header row),core_general,table_structure,primitive,Count of tables with verified header cells or equivalent labels.,count(tables with TH or validated header row),table_level_extraction,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Validate header detection in Thai and English.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
total_detected_table_count,total_detected_table_count,,canonical,,page_level,count(deduplicated table identities across sources),core_general,table_structure,derived_primitive,Deduplicated count across verified and inferred detection sources.,count(deduplicated table identities across sources),html_markdown_text_reconciliation,preserved HTML/Markdown table evidence,nullable_count,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_only,diagnostic_only,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Validate cross-source deduplication and responsive duplicates.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
table_column_count,table_column_count,,deprecated_alias,table_column_count_max,registry_metadata,not_applicable,core_general,table_structure,primitive,Maximum or summarized columns in verified semantic tables.,max(non-layout columns),html_dom,verified table cells,count_or_bins,low,preserved table structure,Missing means table structure was unavailable.,general,high,safe_pre_outcome,page function; mobile templates,Colspan and responsive markup complicate width.,deprecated_alias,diagnostic_only,legacy_implemented,core_general_table_taxonomy_v1,not_started,false,not_applicable,deprecated alias; use table_column_count_max,Validate colspan handling and mobile variants.,Backward-compatible alias retained; canonical field is table_column_count_max.,core_general_table_registry_schema_v2
table_contains_comparison,table_contains_comparison,,deprecated_alias,table_has_comparison,registry_metadata,not_applicable,core_general,table_structure,primitive,Verified table compares multiple alternatives or attributes.,1[comparison structure rule passes],html_dom,headers and table cells,binary,medium,semantic table structure,Missing means comparison structure was unavailable.,general,conditional,safe_pre_outcome,page function; commercial intent,Comparison intent is difficult to infer from headers alone.,deprecated_alias,diagnostic_only,legacy_implemented,core_general_table_taxonomy_v1,not_started,false,not_applicable,deprecated alias; use table_has_comparison,Validate across commercial and non-commercial tables.,Backward-compatible alias retained; canonical field is table_has_comparison.,core_general_table_registry_schema_v2
table_contains_numeric_facts,table_contains_numeric_facts,,deprecated_alias,table_has_numeric_facts,registry_metadata,not_applicable,core_general,table_structure,primitive,Verified table contains numeric factual cells.,1[numeric factual cell pattern present],html_dom,table cell text,binary,medium,semantic table cells,Missing means table content was unavailable.,general,high,safe_pre_outcome,page function; commerce status,Identifiers may be mistaken for facts.,deprecated_alias,diagnostic_only,legacy_implemented,core_general_table_taxonomy_v1,not_started,false,not_applicable,deprecated alias; use table_has_numeric_facts,Multilingual manual validation of numeric cell rules.,Backward-compatible alias retained; canonical field is table_has_numeric_facts.,core_general_table_registry_schema_v2
table_is_layout_or_navigation,table_is_layout_or_navigation,,deprecated_alias,table_has_layout_or_navigation_structure,registry_metadata,not_applicable,core_general,table_structure,primitive,Table node appears to be layout or navigation rather than content.,layout classifier from links/cells/ARIA/context,html_dom,table DOM and context,binary,low,preserved DOM context,Missing means classification was unavailable.,general,high,safe_pre_outcome,legacy site technology,Classifier error contaminates verified-table features.,deprecated_alias,diagnostic_only,legacy_implemented,core_general_table_taxonomy_v1,not_started,false,not_applicable,deprecated alias; use table_has_layout_or_navigation_structure,High-recall manual QA on legacy and navigation tables.,Backward-compatible alias retained; canonical field is table_has_layout_or_navigation_structure.,core_general_table_registry_schema_v2
table_row_count,table_row_count,,deprecated_alias,table_row_count_total,registry_metadata,not_applicable,core_general,table_structure,primitive,Rows across verified semantic tables.,sum(non-layout rows),html_dom,verified table cells,count_or_log2,low,preserved table structure,Missing means table structure was unavailable.,general,high,safe_pre_outcome,page function; template,Headers and nested tables complicate counts.,deprecated_alias,diagnostic_only,legacy_implemented,core_general_table_taxonomy_v1,not_started,false,not_applicable,deprecated alias; use table_row_count_total,Validate row parsing and duplicate tables.,Backward-compatible alias retained; canonical field is table_row_count_total.,core_general_table_registry_schema_v2
table_type_primary,table_type_primary,,canonical,,table_level,derive primary-type counts and dominant_table_type from all measured tables,core_general,table_type,categorical_classification,Main observed function of one table; abstains when evidence is weak or conflicting.,frozen deterministic classifier using structure and content only,table_level_extraction,preserved HTML/Markdown table evidence,categorical,medium,provenance-aware table extraction,NA means required table evidence was unmeasured; 0 is allowed only after verified absence.,general,high,safe_pre_outcome,domain; website template; page function; publisher type; extraction quality,"JavaScript rendering, flattened tables, responsive duplicates, and layout markup can alter measurement.",diagnostic_table_level,core_keep,planned_not_implemented,core_general_table_taxonomy_v1,pending_human_threshold,false,pending_human_threshold,table extraction and classification QA not yet passed,Measure broad table-type agreement on a manually labeled sample.,Table structure among surfaced sources; not a causal effect of adding a table.,core_general_table_registry_schema_v2
page_type_family_gemini_v1_collapsed,page_type_family_gemini_v1_collapsed,,canonical,,not_table_related,not_applicable,core_general,taxonomy_control,primitive_classification,Collapsed Gemini page-function family.,Gemini taxonomy v1; support-only rare collapse,url_metadata_and_content,versioned Gemini classification,categorical,medium,taxonomy join and classification evidence,Unknown remains explicit.,general,conditional,content_informed_overcontrol_risk,page function; source authority,Uses content and may absorb focal writing variation.,G4B_secondary_sensitivity,sensitivity_only,legacy_implemented,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Keep secondary to Rule-v2 in Core-General design; report taxonomy version.,,core_general_table_registry_schema_v2
page_type_family_rule_v2_url_seed,page_type_family_rule_v2_url_seed,,canonical,,not_table_related,not_applicable,core_general,taxonomy_control,primitive_classification,Broad page family inferred only from URL/title/meta/domain signals.,versioned Rule-v2 metadata classifier,url_title_meta,"URL, title, meta and domain",collapsed_categorical,medium,metadata availability,Unknown remains an explicit category.,general,conditional,safe_pre_outcome,page function; domain,Rule errors and unknowns create measurement error.,G4A_sensitivity,sensitivity_only,implemented_partial,core_general_content_features_v1,not_started,false,pending_human_threshold,not yet reviewed for Core-General model v1,Freeze taxonomy version and collapse levels using support only.,,core_general_table_registry_schema_v2
