feature_name,feature_family,subfamily,feature_type,granularity,source_input,transformation,interpretation,generality_scope,proposed_model_role,current_qa_status,approved_for_model_v1,model_entry_blocker,leakage_status,version
table_cell_count_total,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Total logical cells across deduplicated detected tables.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
table_column_count_max,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Maximum columns across deduplicated detected tables.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
table_column_count_per_table,Core-General,table_structure,nullable_binary_or_count,table_level,Input C: scraper/page evidence (measured table-level records),nullable_binary_or_count,Maximum logical columns in one measured table.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,extraction and aggregation QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
table_column_max,Core-General,table_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Pipeline field representing table column max. See source-layer and caveat columns before model use. Model interpretation: candidate_after_eda,cross-topic,Core-General candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
table_count,Core-General,table_structure,continuous count,source_appearance | url,Input C: scraper/page evidence (current_lpm),continuous count,Extracted tables Model interpretation: Use for descriptive diagnostics,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
table_density_per_1000_words,Core-General,table_structure,numeric_continuous,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing table density per 1000 words. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing table density per 1000 words. See source-layer and caveat columns before model use.,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
table_header_cell_count,Core-General,table_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Count of table header cell observed in the relevant extracted page representation. Model interpretation: candidate_after_eda,cross-topic,Core-General candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
table_nested_count,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Count of tables nested within another table.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
table_row_count_per_table,Core-General,table_structure,nullable_binary_or_count,table_level,Input C: scraper/page evidence (measured table-level records),nullable_binary_or_count,Logical rows in one measured table.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,extraction and aggregation QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
table_row_count_total,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Total rows across deduplicated detected tables.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
table_with_header_count,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Count of tables with verified header cells or equivalent labels.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
tables_with_header_count,Core-General,table_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Count of tables with header observed in the relevant extracted page representation. Model interpretation: candidate_after_eda,cross-topic,Core-General candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
total_detected_table_count,Core-General,table_structure,nullable_count,page_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),nullable_count,Deduplicated count across verified and inferred detection sources.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
table_type_primary,Core-General,table_type,categorical,table_level,Input C: scraper/page evidence (preserved HTML/Markdown table evidence),categorical,Main observed function of one table; abstains when evidence is weak or conflicting.,general,Core-General diagnostic/candidate; requires QA and human approval,pending_human_threshold,False,table extraction and classification QA not yet passed,safe_pre_outcome,core_general_table_registry_schema_v2
dom_structure_cluster,Core-General,template_duplication,categorical_cluster,not_table_related,Input C: scraper/page evidence (layout fingerprint),categorical_cluster,Cluster of similar normalized DOM structures.,general,Core-General diagnostic/candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_diagnostic,core_general_table_registry_schema_v2
template_hash,Core-General,template_duplication,categorical_hash,not_table_related,Input C: scraper/page evidence (raw HTML DOM),categorical_hash,Hash of normalized DOM structure after content/text removal.,general,Core-General diagnostic/candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_diagnostic,core_general_table_registry_schema_v2
bullet_like_line_count,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
faq_phrase_count,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
has_main_content_unordered_list,Core-General,writing_structure,nullable_binary,source_appearance,Input C: filtered main-content HTML or generated Markdown fallback,"1 when a filtered main-content ul has at least two visible non-empty direct li items; 0 when structured content was measured without a valid list; NA when structure is unavailable.",Observed main-content unordered-list structure after page-chrome removal.,cross-topic,Core-General approved focal-score component,document_structure_v2,True,manual HTML and Markdown evidence review required,safe_pre_outcome,structured_list_registry_v2
has_faq_pattern,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
has_main_content_ordered_list,Core-General,writing_structure,nullable_binary,source_appearance,Input C: filtered main-content HTML or generated Markdown fallback,"1 when a filtered main-content ol has at least two visible non-empty direct li items; 0 when structured content was measured without a valid list; NA when structure is unavailable.",Observed main-content ordered-list structure after page-chrome removal.,cross-topic,Core-General approved focal-score component,document_structure_v2,True,manual HTML and Markdown evidence review required,safe_pre_outcome,structured_list_registry_v2
has_question_answer_structure,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
list_structure_score,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
long_sentence_share,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
mean_sentence_length_words,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
median_paragraph_length_words,Core-General,writing_structure,continuous_or_spline,not_table_related,Input C: scraper/page evidence (paragraph blocks),continuous_or_spline,Median words per preserved paragraph. Model interpretation: screening_or_diagnostic,general,Core-General candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
median_sentence_length_words,Core-General,writing_structure,continuous_or_spline,not_table_related,Input C: scraper/page evidence (sentence segmentation),continuous_or_spline,Median segmented sentence length. Model interpretation: screening_or_diagnostic,general,Core-General candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
numbered_list_line_count,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
opening_100_words,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
opening_has_direct_answer_signal,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
opening_has_summary_signal,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
opening_numeric_fact_count,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
opening_price_or_location_fact_count,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
p90_sentence_length_words,Core-General,writing_structure,continuous_or_bins,not_table_related,Input C: scraper/page evidence (sentence segmentation),continuous_or_bins,Upper-tail sentence length. Model interpretation: screening_or_diagnostic,general,Core-General diagnostic/candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
paragraph_count,Core-General,writing_structure,count_or_log2,not_table_related,Input C: scraper/page evidence (paragraph blocks),count_or_log2,Number of preserved content paragraphs. Model interpretation: screening_or_diagnostic | candidate_after_eda | log2 or threshold,general,Core-General candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
question_mark_count,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
sentence_count,Core-General,writing_structure,count_or_log2,not_table_related,Input C: scraper/page evidence (page text and segmenter),count_or_log2,Number of segmented sentences in measurable page text. Model interpretation: screening_or_diagnostic | diagnostic then log/threshold,general,Core-General candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
short_sentence_share,Core-General,writing_structure,text_rule_or_composite,source_appearance,Input C: scraper/page evidence (writing_factual),"Deterministic punctuation, line, opening-text, or additive binary rule; see source module.",Observed writing structure in the captured page text; excerpt zeros are not proof of full-page absence. Model interpretation: screening_or_diagnostic,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_writing_feature,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
writing_structure_score_v3,Core-General,writing_structure,nullable_integer_0_to_5,source_appearance,Input C: document_structure_v2 plus writing_factual_density_v1,has_main_content_unordered_list + has_main_content_ordered_list + has_faq_pattern + opening_has_summary_signal + opening_has_direct_answer_signal; NA unless all five components are measured,Answer-oriented structural organization proxy; Q&A excluded because it duplicated FAQ; not total writing quality.,cross-topic,Core-General approved focal predictor,writing_structure_v3,True,missing components are never silently converted to zero,safe_pre_outcome,structured_list_registry_v3
page_type_family_gemini_v1,contextual control,Broad Gemini-classified page-function family,categorical,all surfaced rows after URL join,Input A source metadata + Input C page evidence,categorical,Broad Gemini-classified page-function family Model interpretation: Source for collapsed FE4 page-family control,cross-topic context,contextual control or sensitivity,not_started,False,redesigned model-entry QA and human approval required,requires_review,current_lpm_legacy
page_type_general_gemini_v1,contextual control,Detailed page function classified by Gemini 3.1 Flash Lite,categorical,all surfaced rows after URL join,Input A source metadata + Input C page evidence,categorical,Detailed page function classified by Gemini 3.1 Flash Lite Model interpretation: Use for descriptive review; prefer family level in LPM,cross-topic context,contextual control or sensitivity,not_started,False,redesigned model-entry QA and human approval required,requires_review,current_lpm_legacy
taxonomy_confidence_gemini_v1,contextual control,Gemini classification confidence,categorical,all joined rows,Input A source metadata + Input C page evidence,categorical,Gemini classification confidence Model interpretation: Use for QA and confidence-restricted sensitivity only,cross-topic context,contextual control or sensitivity,not_started,False,redesigned model-entry QA and human approval required,requires_review,current_lpm_legacy
source_type_general_gemini_v1,contextual control,Website or publisher role classified by Gemini,categorical,all surfaced rows after URL join,Input A source metadata + Input C page evidence,categorical,Website or publisher role classified by Gemini Model interpretation: Source for collapsed FE4 source/site-type control,cross-topic context,contextual control or sensitivity,not_started,False,redesigned model-entry QA and human approval required,requires_review,current_lpm_legacy
duplicate_content_cluster,contextual control,duplicate_or_template_context,categorical ID,not_in_current_dataset,Input C: scraper/page evidence (proposed_writing),content hashes/embeddings,Near-duplicate page-content cluster Model interpretation: cluster or sensitivity,requires review,contextual control or sensitivity,proposed_or_dictionary_only,False,redesigned model-entry QA and human approval required,legacy_risk_requires_validation,master_inventory_2026_07_18
reference_language_count,contextual control,external_evidence,count_or_density,not_table_related,Input C: scraper/page evidence (page text and phrase registry),count_or_density,Count of visible citation/reference phrases.,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
normalized_url,contextual control,identifier_and_grouping,categorical ID,source_appearance | url,Input C: scraper/page evidence (current_lpm),categorical ID,Canonical page URL Model interpretation: Cluster by URL because content features repeat across prompts,cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
prompt_id,contextual control,identifier_and_grouping,categorical ID,source_appearance | prompt,Input B: prompt manifest,categorical ID,Exact prompt identity Model interpretation: Absorbs all characteristics shared by sources within the same prompt,cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
record_id,contextual control,identifier_and_grouping,identifier_or_text,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Stable identifier for one Bright Data ChatGPT response record. Model interpretation: Stable identifier for one Bright Data ChatGPT response record.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
source_appearance_row_id,contextual control,identifier_and_grouping,identifier_or_text,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing source appearance row id. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing source appearance row id. See source-layer and caveat columns before model use.,requires review,identifier only; never a predictor,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
source_root_domain,contextual control,identifier_and_grouping,categorical ID,source_appearance | url,Input C: scraper/page evidence (current_lpm),categorical ID,Root domain Model interpretation: Domain fixed effects compare URLs within a domain; clustering allows arbitrary domain correlation,cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
source_url,contextual control,identifier_and_grouping,identifier_or_text,source_appearance | url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Original surfaced URL before canonical normalization. Model interpretation: Original surfaced URL before canonical normalization.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
language,contextual control,language_quality,categorical,not_table_related,Input B: prompt manifest,categorical,Detected or source-provided page language.,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,safe_diagnostic,core_general_table_registry_schema_v2
meta_description_length,contextual control,metadata,continuous,not_in_current_dataset,Input C: scraper/page evidence (proposed_writing),meta description,Meta-description length Model interpretation: spline or bins,cross-topic context,contextual control or sensitivity,proposed_or_dictionary_only,False,redesigned model-entry QA and human approval required,legacy_risk_requires_validation,master_inventory_2026_07_18
title_length_tokens,contextual control,metadata,continuous,not_in_current_dataset,Input C: scraper/page evidence (proposed_writing),title,Page-title length Model interpretation: spline or bins,cross-topic context,contextual control or sensitivity,proposed_or_dictionary_only,False,redesigned model-entry QA and human approval required,legacy_risk_requires_validation,master_inventory_2026_07_18
area_tag,contextual control,prompt_metadata_and_relevance,categorical_or_text,source_appearance | prompt,Input B: prompt manifest,See the producing module; no standalone rule is documented yet.,Geographic/area tag attached to the prompt expansion. Model interpretation: Geographic/area tag attached to the prompt expansion.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
expansion_group,contextual control,prompt_metadata_and_relevance,categorical_or_text,source_appearance | prompt,Input B: prompt manifest,See the producing module; no standalone rule is documented yet.,Prompt-generation group; this audit is natural nonbranded. Model interpretation: Prompt-generation group; this audit is natural nonbranded.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
intent,contextual control,prompt_metadata_and_relevance,categorical,source_appearance | prompt,Input B: prompt manifest,categorical,Prompt intent group Model interpretation: Use only for descriptive tables or pre-specified feature interactions,cross-topic context,contextual control or sensitivity,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
prompt,contextual control,prompt_metadata_and_relevance,categorical_or_text,prompt,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing prompt. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing prompt. See source-layer and caveat columns before model use.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
prompt_source_rows,contextual control,prompt_metadata_and_relevance,numeric_count,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing prompt source rows. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing prompt source rows. See source-layer and caveat columns before model use.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
prompt_text,contextual control,prompt_metadata_and_relevance,text,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing prompt text. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing prompt text. See source-layer and caveat columns before model use.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
unique_prompts,contextual control,prompt_metadata_and_relevance,numeric,url,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing unique prompts. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing unique prompts. See source-layer and caveat columns before model use.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
url_unique_prompts,contextual control,prompt_metadata_and_relevance,numeric,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Pipeline field representing url unique prompts. See source-layer and caveat columns before model use. Model interpretation: Pipeline field representing url unique prompts. See source-layer and caveat columns before model use.,cross-topic context,contextual control or sensitivity,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
general_keyword_overlap,contextual control,prompt_page_relevance,bounded_overlap,not_table_related,Input C: scraper/page evidence (prompt and page text),bounded_overlap,General prompt-page token overlap without vertical dictionaries.,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,safe_no_answer,core_general_table_registry_schema_v2
prompt_body_similarity,contextual control,prompt_page_relevance,bounded_similarity,not_table_related,Input B prompt manifest + Input C page evidence,bounded_similarity,Leakage-safe prompt-page-body similarity.,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,safe_no_answer,core_general_table_registry_schema_v2
prompt_intent_keyword_match,contextual control,prompt_page_relevance,tfidf_overlap_or_composite,source_appearance,Input B prompt manifest + Input C page evidence,"Character 3-5 gram TF-IDF cosine or deterministic keyword match; composite is equal-weight mean of title similarity, page similarity, keyword overlap, area match, and intent match.","Observable prompt-page relevance using prompt and page only, not answer text. Model interpretation: priority_screening_control",cross-topic context,contextual control or sensitivity,extracted_writing_feature,False,redesigned model-entry QA and human approval required,legacy_risk_low_if_prompt_and_page_only,master_inventory_2026_07_18
prompt_meta_similarity,contextual control,prompt_page_relevance,bounded_similarity,not_table_related,Input B prompt manifest + Input C page evidence,bounded_similarity,Leakage-safe prompt-meta-description similarity.,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,safe_no_answer,core_general_table_registry_schema_v2
prompt_page_keyword_overlap,contextual control,prompt_page_relevance,tfidf_overlap_or_composite,source_appearance,Input B prompt manifest + Input C page evidence,"Character 3-5 gram TF-IDF cosine or deterministic keyword match; composite is equal-weight mean of title similarity, page similarity, keyword overlap, area match, and intent match.","Observable prompt-page relevance using prompt and page only, not answer text. Model interpretation: priority_screening_control",cross-topic context,contextual control or sensitivity,extracted_writing_feature,False,redesigned model-entry QA and human approval required,legacy_risk_low_if_prompt_and_page_only,master_inventory_2026_07_18
prompt_page_relevance_score,contextual control,prompt_page_relevance,bounded_score,not_table_related,Input B prompt manifest + Input C page evidence,bounded_score,Combined leakage-safe prompt-page relevance score. Model interpretation: priority_screening_control,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,safe_no_answer,core_general_table_registry_schema_v2
prompt_page_tfidf_similarity,contextual control,prompt_page_relevance,tfidf_overlap_or_composite,source_appearance,Input B prompt manifest + Input C page evidence,"Character 3-5 gram TF-IDF cosine or deterministic keyword match; composite is equal-weight mean of title similarity, page similarity, keyword overlap, area match, and intent match.","Observable prompt-page relevance using prompt and page only, not answer text. Model interpretation: priority_screening_control",cross-topic context,contextual control or sensitivity,extracted_writing_feature,False,redesigned model-entry QA and human approval required,legacy_risk_low_if_prompt_and_page_only,master_inventory_2026_07_18
prompt_title_similarity,contextual control,prompt_page_relevance,bounded_similarity,not_table_related,Input B prompt manifest + Input C page evidence,bounded_similarity,Leakage-safe prompt-title similarity.,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,safe_no_answer,core_general_table_registry_schema_v2
prompt_title_tfidf_similarity,contextual control,prompt_page_relevance,tfidf_overlap_or_composite,source_appearance,Input B prompt manifest + Input C page evidence,"Character 3-5 gram TF-IDF cosine or deterministic keyword match; composite is equal-weight mean of title similarity, page similarity, keyword overlap, area match, and intent match.","Observable prompt-page relevance using prompt and page only, not answer text. Model interpretation: priority_screening_control",cross-topic context,contextual control or sensitivity,extracted_writing_feature,False,redesigned model-entry QA and human approval required,legacy_risk_low_if_prompt_and_page_only,master_inventory_2026_07_18
prompt_url_similarity,contextual control,prompt_page_relevance,bounded_similarity,not_table_related,Input B prompt manifest + Input C page evidence,bounded_similarity,Leakage-safe similarity between prompt and decoded URL tokens.,general,contextual control or sensitivity,not_started,False,not yet reviewed for Core-General model v1,safe_no_answer,core_general_table_registry_schema_v2
language_match_prompt,contextual control,relevance control,binary,not_in_current_dataset,Input C: scraper/page evidence (proposed_writing),prompt and page text,Page language matches prompt language Model interpretation: control,cross-topic context,contextual control or sensitivity,proposed_or_dictionary_only,False,redesigned model-entry QA and human approval required,legacy_risk_requires_validation,master_inventory_2026_07_18
prompt_page_embedding_similarity,contextual control,relevance control,continuous,not_in_current_dataset,Input B prompt manifest + Input C page evidence,prompt and page text,Semantic prompt-page relevance without answer text Model interpretation: control/sensitivity,cross-topic context,contextual control or sensitivity,proposed_or_dictionary_only,False,redesigned model-entry QA and human approval required,legacy_risk_requires_validation,master_inventory_2026_07_18
prompt_page_lexical_similarity,contextual control,relevance control,continuous,not_in_current_dataset,Input B prompt manifest + Input C page evidence,prompt and page text,Prompt-page overlap computed without answer text Model interpretation: control/sensitivity,cross-topic context,contextual control or sensitivity,proposed_or_dictionary_only,False,redesigned model-entry QA and human approval required,legacy_risk_requires_validation,master_inventory_2026_07_18
